NSC,SMILES
685585,"COc1ccc(cc1)C(NC2=Nc3c(ncn3COCCOP(=O)(OCOC(=O)C(C)(C)C)OCOC(=O)C(C)(C)C)C(=O)N2)(c4ccccc4)c5ccccc5"
685586,"CC(C)(C)C(=O)OCOP(=O)(OCCOCn1cnc2C(=O)NC(=Nc12)N)OCOC(=O)C(C)(C)C"
685587,"Cc1cc(O)c(C=O)c2Oc3c(C)c(C(=O)O)c(O)c(C)c3OC(=O)c12"
685588,"Cc1cc(O)c(C=O)c2Oc3c(C)c(C(=O)O)c(O)c(COCO\C=C\C(=O)O)c3OC(=O)c12"
685589,"CCCCCC(=O)Cc1cc(O)cc2Oc3c(CCCCC)c(C(=O)O)c(O)cc3OC(=O)c12"
685590,"CCCCCC1=Cc2cc(O)cc(Oc3c(O)cc(O)c(C(=O)O)c3CCCCC)c2C(=O)O1"
685591,"COC(=O)c1c(C)cc(OC(=O)c2c(C)cc(O)c(C=O)c2O)c(C)c1O"
685592,"COCOc1cc(C)c(C(=O)Oc2cc(C)c(C(=O)OC)c(OCOC)c2C)c(OCOC)c1C=O"
685593,"COC(=O)c1c(C)cc(OC(=O)c2c(C)cc(O)c(\C=N/O)c2O)c(C)c1O"
685594,"COC(=O)c1c(C)cc(OC(=O)c2c(C)cc(O)c(\C=N/Nc3ccccc3)c2O)c(C)c1O"
685595,"COc1cc(C)c(C(=O)Oc2cc(C)c(C(=O)O)c(O)c2C)c(OC)c1C"
685596,"COCC1=C(O)C=C2Oc3c(C(=O)C)c(O)c(C)c(O)c3[C@@]2(C)C1=O"
685597,"COCC1=C(O)C=C2Oc3c(C(=O)C)c(O)c(C)c(O)c3[C@@]2(C)/C/1=N/NC(=O)c4ccncc4"
685672,"NC1=NN(c2ccccc2)C3(O)c4ccncc4C5=NN(C(=O)C135)c6ccccc6"
685673,"CC1=C(C#N)C(=O)N(\N=C\c2ccc(Cl)cc2)C(=O)/C/1=C\3/O\C(=C/4\C(=C(C#N)C(=O)N(\N=C\c5ccc(Cl)cc5)C4=O)C)\c6nccnc36"
685674,"CCOC(=O)C1(C#N)C(=O)c2cc[n+](CC[n+]3ccc4C(=O)C(C#N)(C(=O)OCC)C(=O)c4c3)cc2C1=O"
685675,"CC(=O)C1=C2N(N(C1=O)c3ccccc3)C(=O)c4nccnc24"
685676,"CC(=O)OC(=C(C#N)C#N)c1nccnc1C(=O)C"
685677,"CC(=O)OC(=C(C#N)C#N)c1nccnc1C(=O)O"
685678,"CCOC(=O)\C(=C(\O)/c1cnccn1)\C(=O)N"
685679,"CCOC(=O)C1(C(=O)N)C(=O)c2ccncc2C1=O"
685680,"O=C1c2ccncc2C(=O)C1(C#N)C#N"
685681,"CCOC(=O)\C(=C(/OC(=O)C)\c1ccncc1C(=O)O)\C(=O)C"
685682,"CCOC(=O)C1(OC(=O)c2cnccc12)C(=O)C"
685683,"CCOC(=O)C1(OC(=O)c2cnccc12)C#N"
685684,"OC(=O)c1cnccc1C2=CC(=O)NN2c3ccccc3"
685685,"CCOC(=O)\C(=C(\NNc1ccccc1)/c2ccncc2C(=O)O)\C#N"
685686,"O=C1OC2(NN(C(=O)C2C#N)c3ccccc3)c4cnccc14"
685687,"O=C1N(N=C2c3ccncc3C4=NN(C(=O)C124)c5ccccc5)c6ccccc6"
685688,"NC1=NN(c2ccccc2)C3(C1C(=NN3c4ccccc4)N)c5ccncc5C(=O)O"
685699,"CC(C(=O)O)c1ccc(c(F)c1)c2ccccc2"
685700,"CC(C(=O)O)c1ccc(c(F)c1)c2ccccc2"
685701,"CC(C(=O)O)c1ccc(c(F)c1)c2ccccc2"
685702,"Clc1ccc2NC(=O)CN(Cc2n1)c3ccccc3"
685703,"CCC[C@H](C)[C@H]1NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)N(C)C(=O)C2CCCN2C(=O)[C@H](C)O)[C@@H](C)OC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H]3CCCN3C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)C(=O)[C@@H](OC(=O)C[C@@H]1O)C(C)C"
685704,"COC1=C(Oc2cc(OC)c(OC)c(O)c2C1=O)c3ccc(OC)cc3"
685705,"COc1cc(C2=CC(=O)c3c(OC)c(OC)c(OC)c(OC)c3O2)c(OC)c(OC)c1OC"
685706,"COc1cc2OC(=CC(=O)c2c(OC)c1OC)c3cc(OC)c(OC)c(OC)c3OC"
685707,"CC1\C=C/[C@H]2[C@@](C[C@H](C3[C@@H](C=1)OC(=O)C3=C)O)(C)O2"
685708,"CCCCCCSC[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H](COC(=O)C)OC(=O)C"
685709,"ClCCCSc1ccccc1NC(=O)\C=C\c2ccccc2"
685710,"CC(C)(C)OC(=O)N1CCC2(CC1)N(CNC2=O)c3ccccc3"
685711,"CN1CN(c2ccccc2)C3(CCN(CC3)C(=O)OC(C)(C)C)C1=O"
685712,"CN1CN(c2ccccc2)C3(CCNCC3)C1=O"
685713,"O=C1CC(Sc2ccccc2N1)c3ccccc3"
685714,"Cc1cc(N2CCCC2)c(cc1[N+](=O)[O-])[N+](=O)[O-]"
685715,"CC(=O)OC1CCn2c1nc3cc(c(C)cc23)[N+](=O)[O-]"
685716,"CC(=O)Nc1cc2nc3C(CCn3c2cc1C)OC(=O)C"
685717,"CC(=O)Nc1c(C)cc2c(nc3C(CCn23)OC(=O)C)c1[N+](=O)[O-]"
685718,"CC(=O)Nc1c(C)cc2c(nc3C(O)CCn23)c1[N+](=O)[O-]"
685782,"CN1N=C(Cc2ccc(C)cc2)N(N)C1=O"
685783,"CCC1=NNC(=O)N1CCO"
685784,"OCCN1C(=O)NN=C1Cc2ccccc2"
685785,"OCCN1C(=O)NN=C1Cc2ccc(Cl)cc2"
685786,"OCCN1C(=O)NN=C1Cc2ccc(cc2)[N+](=O)[O-]"
685787,"ClCCN1C(=O)NN=C1Cc2ccccc2"
685788,"CC(=O)OCCN1C(=NN(C(=O)C)C1=O)Cc2ccc(C)cc2"
685789,"CC(=O)OCCN1C(=NN(C(=O)C)C1=O)Cc2ccc(Cl)cc2"
685790,"CC(=O)OCCN1C(=NN(C(=O)C)C1=O)Cc2ccc(cc2)[N+](=O)[O-]"
685791,"Clc1ccc(CC2=NNC(=O)N2N3C(=O)CCC3=O)cc1"
685792,"Nc1nc(Cl)cc(Oc2ccc(Cl)cc2)n1"
685793,"Nc1nc(Cl)cc(Nc2ccc3CCCc3c2)n1"
685794,"Clc1cc(Cl)nc(Nc2ccc3CCCc3c2)n1"
685795,"CCCCc1ccc(NC(=N)N)cc1"
685796,"CN(C)c1nc(Br)nc2c1ncn2C3CC(Oc4ccc(C)cc4)C(COc5ccc(C)cc5)O3"
685797,"Nc1nc(Br)nc2ncn(C3CC(O)C(CO)O3)c12"
685798,"Cc1ccc(OCC2OC(CC2Oc3ccc(C)cc3)n4cnc5c(Cl)nc(N)nc45)cc1"
685799,"S=C1NC(=S)c2nc[nH]c2N1"
685800,"CSc1nc(SC)c2nc[nH]c2n1"
685801,"CS(=O)(=O)C1=Nc2[nH]cnc2C(=O)N1"
685802,"Cc1ccc(NC2=C(N=O)C(=O)NC(=O)N2)cc1"
685803,"CCCCc1ccc(Nc2nc(SC)c3nc[nH]c3n2)cc1"
685804,"Clc1ccc(cc1Cl)N=NC2=CC(=O)NC(=O)N2"
685805,"CCCCc1ccc(NC2=Nc3[nH]cnc3C(=S)N2)cc1"
685806,"CCCCc1ccc(Nc2nc(N)c3nc[nH]c3n2)cc1"
685807,"NC1=C(Cc2ccc(N)cc2)C(=O)NC(=O)N1"
685808,"CSc1ccc(NC2=CC(=O)NC(=O)N2)cc1"
685809,"CN(Cc1ccccc1)C2=CC(=O)N(C)C(=O)N2"
685810,"Nc1ccc(NC2=CC(=O)NC(=O)N2)cc1Cl"
685811,"CN1C(=S)NC(=C(Cc2ccccc2)C1=O)N"
685812,"Nc1nc(Cl)nc(NCc2ccccc2)n1"
685813,"CC(=O)Nc1ccc(NC2=NC(=O)NC(=O)N2)cc1"
685814,"COc1cc(Nc2ccc3CCCc3c2)nc(OC)n1"
685815,"Cc1ccc(NC2=NC(=O)NC(=O)N2)cc1N"
685816,"OC(=O)Cn1cnc2C(=O)NC(=Nc12)Nc3ccccc3"
685817,"Cc1ccc(OCC2OC(CC2Oc3ccc(C)cc3)n4cnc5nc(N)nc(Cl)c45)cc1"
685818,"Fc1ccc(NC2=Nc3[nH]cnc3C(=O)N2)cc1Cl"
685819,"C=CCn1cnc2C(=O)NC(=Nc12)Nc3ccccc3"
685820,"OCCSCC(O)Cn1cnc2C(=O)NC(=Nc12)Nc3ccccc3"
685821,"COC(=O)c1ccc(NC2=Nc3[nH]cnc3C(=O)N2)cc1"
685822,"Cc1ccc(OCC2OC(CC2Oc3ccc(C)cc3)n4cnc5c(Cl)nc(Nc6cc(Cl)cc(Cl)c6)nc45)cc1"
685823,"O=C1NC(=Nc2[nH]cnc12)Nc3ccc(cc3)C#N"
685824,"FC(F)(F)Cc1cccc(NC2=Nc3[nH]cnc3C(=O)N2)c1"
685825,"FC(F)(F)c1cc(NC2=Nc3[nH]cnc3C(=O)N2)ccc1Br"
685826,"Fc1ccc(Nc2nc(Cl)c3nc[nH]c3n2)cc1Cl"
685827,"Cc1ccc(OCC2OC(CC2Oc3ccc(C)cc3)n4cnc5c(Cl)ncnc45)cc1"
685828,"Cc1ccc(OC2CC(OC2Oc3ccc(C)cc3)n4cnc5ncnc(Cl)c45)cc1"
685829,"Cc1ccc(OCC2OC(CC2Oc3ccc(C)cc3)n4cnc5c(Cl)ncnc45)cc1"
685830,"CSc1ncnc2c1ncn2C3CC(Oc4ccc(C)cc4)C(COc5ccc(C)cc5)O3"
685831,"NC1=NC(=CC(=O)N1)Nc2cc(F)c(Cl)c(F)c2"
685832,"Cc1ccc(OCC2OC(CC2Oc3ccc(C)cc3)n4cnc5c(Cl)nc(Cl)nc45)cc1"
685833,"Cc1ccc(OCC2OC(CC2Oc3ccc(C)cc3)n4cnc5nc(Cl)nc(Cl)c45)cc1"
685834,"CSc1nc(Br)nc2c1ncn2C3CC(Oc4ccc(C)cc4)C(COc5ccc(C)cc5)O3"
685835,"CSc1nc(Br)nc2ncn(C3CC(Oc4ccc(C)cc4)C(COc5ccc(C)cc5)O3)c12"
685836,"CSc1nc(SC)c2ncn(C3CC(Oc4ccc(C)cc4)C(COc5ccc(C)cc5)O3)c2n1"
685837,"CCNC1=Nc2c(ncn2C3CC(O)C(COP(=O)(O)O)O3)C(=O)N1"
685838,"Clc1ccc(NC2=Nc3[nH]cnc3C(=O)N2)cc1"
685839,""
685840,"[F-][PH2+5]([F-])([F-])([F-])([F-])[F-].O#C[Ru+2]1234([C-]5C1=C2C3=C45)(P(c6ccccc6)c7ccccc7)P(c8ccccc8)(c9ccccc9)c%10ccccc%10"
685841,"[Cl-][Pt+2]1([Cl-])P(CP(c2ccccc2)(c3ccccc3)[Ru+2]14567([Cl-])([c-]8c4c5c6c78)P(c9ccccc9)(c%10ccccc%10)c%11ccccc%11)(c%12ccccc%12)c%13ccccc%13"
685842,"[Cl-][Ru+2]1234([C-]5C1=C2C3=C45)(P(CP(c6ccccc6)c7ccccc7)(c8ccccc8)c9ccccc9)P(CP(c%10ccccc%10)c%11ccccc%11)(c%12ccccc%12)c%13ccccc%13"
685843,"CC#[N+][PtH+2](P(c1ccccc1)(c2ccccc2)c3ccccc3)[P-](c4ccccc4)(c5ccccc5)[MoH+2]6789(C#O)(C#O)[C-]%10C6=C7C8=C9%10.[F-][PH2+5]([F-])([F-])([F-])([F-])[F-]"
685844,"Oc1ccc(Cl)cc1C2=NC(=NC(C2)c3ccccc3)\N=C/c4ccccc4"
685845,"O=S(=O)(c1ccc(NC(=S)Nc2ccccc2)cc1)c3ccc(NC(=S)Nc4ccccc4)cc3"
685846,"CC(=O)Oc1ccccc1C(=O)Nc2ccc(cc2)S(=O)(=O)c3ccc(NC(=O)c4ccccc4OC(=O)C)cc3"
685847,"CC1=CC(=NCCN1)Nc2ccc(cc2)S(=O)(=O)c3ccc(NC4=NCCNC(=C4)C)cc3"
685848,"[O-][N+](=O)c1ccccc1\C=N\N2C(=O)c3ccccc3N=C2c4ccccc4"
685849,"CN(C)c1ccc(\C=N\N2C(=O)c3ccccc3N=C2c4ccccc4)cc1"
685850,"CN(C)c1ccc(\C=N\N2C(=Nc3ccccc3C2=O)C)cc1"
685853,"COc1ccc(cc1)C2=C(N)c3cc(OC)ccc3C2=O"
685854,"COc1ccc(cc1)C2=C(N)c3ccccc3C2=O"
685855,"COc1ccc2C(=O)C(=C(N)c2c1)c3ccccc3"
685856,"COc1ccc(cc1)C2=C(N)c3c(Cl)cccc3C2=O"
685857,"COc1ccc(cc1)C2=C(N)c3ncccc3C2=O"
685858,"COc1ccc(cc1)C2=C(N)c3c(OC)cccc3C2=O"
685859,"COc1ccc2C(=O)C(=C(N)c2c1)c3ccccc3OC"
685860,"CCOC(=O)c1cc2cc(Cc3ccc4[nH]c(cc4c3)C(=O)OCC)ccc2[nH]1"
685861,"C(c1ccc2[nH]ccc2c1)c3ccc4[nH]ccc4c3"
685862,"CCOC(=O)c1cc2ccc3[nH]c(cc3c2[nH]1)C(=O)OCC"
685863,"Brc1ccc(cc1)c2[nH]c3ccccc3c2N=Nc4ccccc4"
685864,"CCOC(=O)c1cc2cc(C)cc(C(=O)c3ccc(cc3)[N+](=O)[O-])c2[nH]1"
685865,"CCOC(=O)c1cc2c(C(=O)c3ccc(cc3)[N+](=O)[O-])c(ccc2[nH]1)C(=O)C"
685867,"CC1(C)[C@H]2CC[C@]1(C)[C@@H](C2)OC(=O)NNC(=O)O[C@@H]3C[C@@H]4CC[C@@]3(C)C4(C)C"
685868,"Clc1ccccc1N2C=NN3C(=O)c4ccccc4N=C3C2=O"
685869,"O=C(NN1C=NN2C(=O)c3ccccc3N=C2C1=O)c4ccccc4"
685870,"CCCN1C(=O)CN(C1=O)S(=O)(=O)c2ccc(Cl)cc2"
685871,"NC1=NC2=C(C(C=C(N2)c3ccccc3)c4ccc(Cl)cc4)C(=O)N1"
685873,"Cc1ccccc1Nc2nc3ccccc3nc2NS(=O)(=O)c4ccccc4"
685874,"Cc1cccc(Nc2nc3ccccc3nc2NS(=O)(=O)c4ccccc4)c1"
685875,"Cc1cccc(Nc2nc3ccccc3nc2NS(=O)(=O)c4ccc(N)cc4)c1"
685876,"Nc1ccc(cc1)S(=O)(=O)Nc2nc3ccccc3nc2Nc4ccc(cc4)S(=O)(=O)N"
685877,"Cc1ccc(Nc2nc3ccccc3nc2NS(=O)(=O)c4ccc(N)cc4)cc1"
685878,"Nc1ccc(cc1)S(=O)(=O)Nc2nc3ccccc3nc2N4CCCCC4"
685879,"Nc1ccc(cc1)S(=O)(=O)Nc2nc3ccccc3nc2N4CCCCCC4"
685880,"O=S(=O)(Nc1nc2ccccc2nc1N3CCCCCC3)c4ccccc4"
685881,"CC(=O)Nc1ccc(cc1)S(=O)(=O)NC2C(C(=O)c3ccccc3C2=O)[n+]4ccccc4"
685882,"Cc1ccc(cc1)S(=O)(=O)NC2C(C(=O)c3ccccc3C2=O)[n+]4cccc(c4)C(=O)N"
685883,"Cc1ccc(cc1)S(=O)(=O)NC2C(C(=O)c3ccccc3C2=O)n4ccnc4"
685884,"Cc1ccc(cc1)S(=O)(=O)NC2C(C(=O)c3ccccc3C2=O)n4cnc5ccccc45"
685885,"O=C1C(=C(N(Cc2ccccc2)Cc3ccccc3)C(=O)c4ccccc14)NS(=O)(=O)c5ccccc5"
685886,"O=S(=O)(Nc1nc2ccccc2nc1Nc3cccc4ccccc34)c5ccccc5"
685887,"O=S(=O)(Nc1nc2ccccc2nc1Nc3ccc4ccccc4c3)c5ccccc5"
685888,"Nc1cccc(Nc2nc3ccccc3nc2NS(=O)(=O)c4ccccc4)c1"
685889,"O=C1C(=C(C(=O)c2ccccc12)n3ccnc3)NS(=O)(=O)c4ccccc4"
685890,"O=C1C(=C(C(=O)c2ccccc12)n3cnc4ccccc34)NS(=O)(=O)c5ccccc5"
685891,"C[n+]1cn(C2=C(NS(=O)(=O)c3ccccc3)C(=O)c4ccccc4C2=O)c5ccccc15"
685892,"C[n+]1cn(c2nc3ccccc3nc2NS(=O)(=O)c4ccccc4)c5ccccc15"
685893,"O=S(=O)(Nc1nc2ccccc2nc1[n+]3ccccc3)c4ccccc4"
685894,"O=C1C(=C(C(=O)c2ccccc12)[n+]3ccc(Cc4ccccc4)cc3)NS(=O)(=O)c5ccccc5"
685895,"O=C(c1ccccc1)c2cc[n+](cc2)C3=C(NS(=O)(=O)c4ccccc4)C(=O)c5ccccc5C3=O"
685896,"NC(=O)c1ccc[n+](c1)C2=C(NS(=O)(=O)c3ccccc3)C(=O)c4ccccc4C2=O"
685918,"COc1cc(ccc1\C(=N\NC(=O)c2cc(Br)ccc2O)\N=Nc3ccccc3)N(CCC#N)CCC#N"
685919,"COc1cc(ccc1\C(=N\NC(=O)c2cc(Br)ccc2O)\N=Nc3ccc(C)cc3)N(CCC#N)CCC#N"
685920,"COc1cc(ccc1\C(=N\NC(=O)c2cc(Br)ccc2O)\N=Nc3ccc(Cl)cc3)N(CCC#N)CCC#N"
685921,"COc1cccc(c1)N=N\C(=N/NC(=O)c2cc(Br)ccc2O)\c3ccc(cc3OC)N(CCC#N)CCC#N"
685922,"COc1ccc(cc1)N=N\C(=N/NC(=O)c2cc(Br)ccc2O)\c3ccc(cc3OC)N(CCC#N)CCC#N"
685923,"COc1cc(ccc1\C(=N\NC(=O)c2cc(Br)ccc2O)\N=Nc3ccc(cc3)[N+](=O)[O-])N(CCC#N)CCC#N"
685924,"COc1cc(ccc1\C(=N\NC(=O)c2cc(Br)ccc2O)\N=Nc3ccc(cc3)C(=O)O)N(CCC#N)CCC#N"
685925,"Cc1cccc(c1)N=N\C(=N/NC(=O)c2cc(Cl)ccc2O)\c3ccc(cc3C)N(CCC#N)CCC#N"
685926,"Cc1cc(ccc1\C(=N\NC(=O)c2cc(Cl)ccc2O)\N=Nc3cccc(Cl)c3)N(CCC#N)CCC#N"
685927,"Cc1cc(ccc1\C(=N\NC(=O)c2cc(Cl)ccc2O)\N=Nc3cccc(c3)[N+](=O)[O-])N(CCC#N)CCC#N"
685956,"FC(F)(F)C(=O)NCCCCNCCCNC(=O)C(F)(F)F"
685957,"NCCCCN(CCCN)C(=O)OCc1ccccc1"
685958,"CC(=O)NCCCCN(CCCNC(=O)C)C(=O)OCc1ccccc1"
685959,"CC(=O)NCCCCNCCCNC(=O)C"
685960,"CC(C)(C)OC(=O)N(CCCCNC(=O)C(F)(F)F)CCCNC(=O)C(F)(F)F"
685961,"CC(C)(C)OC(=O)N(CCCN)CCCCN"
685962,"CC(C)(C)OC(=O)N(CCCCNC(=O)c1ccccc1)CCCNC(=O)c2ccccc2"
685963,"O=C(NCCCCNCCCNC(=O)c1ccccc1)c2ccccc2"
685964,"CC(C)(C)OC(=O)N(CCCCNC(=O)OCc1ccccc1)CCCNC(=O)OCc2ccccc2"
685965,"O=C(NCCCCNCCCNC(=O)OCc1ccccc1)OCc2ccccc2"
685966,"CC(=O)N(CCCCNC(=O)C(F)(F)F)CCCNC(=O)C(F)(F)F"
685967,"FC(F)(F)C(=O)NCCCCN(CCCNC(=O)C(F)(F)F)Cc1ccccc1"
685968,"CC(C)(C)OC(=O)N(CCCCNCc1ccc2ccccc2c1)CCCNCc3ccc4ccccc4c3"
685969,"NCCCCN(CCCN)Cc1ccccc1"
685970,"FC(F)(F)C(=O)NCCCCN(CCCNC(=O)C(F)(F)F)C(=O)c1ccccc1"
685971,"NCCCCN(CCCN)C(=O)c1ccccc1"
685972,"FC(F)(F)C(=O)NCCCCN(CCCNC(=O)C(F)(F)F)Cc1ccc2ccccc2c1"
685973,"NCCCCN(CCCN)Cc1ccc2ccccc2c1"
685974,"O=C(Cc1ccccc1)NCCCN(CCCCN(CCCNC(=O)Cc2ccccc2)C(=O)OCc3ccccc3)C(=O)OCc4ccccc4"
685975,"FC(F)(F)C(=O)NCCCN(CCCCN(CCCNC(=O)C(F)(F)F)Cc1ccccc1)Cc2ccccc2"
685976,"NCCCN(CCCCN(CCCN)Cc1ccccc1)Cc2ccccc2"
685977,"FC(F)(F)C(=O)NCCCN(CCCCN(CCCNC(=O)C(F)(F)F)C(=O)OCc1ccccc1)C(=O)OCc2ccccc2"
685978,"NCCCN(CCCCN(CCCN)C(=O)OCc1ccccc1)C(=O)OCc2ccccc2"
685979,"FC(F)(F)C(=O)NCCCN(CCCCN(CCCNC(=O)C(F)(F)F)CCCc1ccccc1)CCCc2ccccc2"
685980,"NCCCN(CCCCN(CCCN)CCCc1ccccc1)CCCc2ccccc2"
685981,"FC(F)(F)C(=O)NCCCN(CCCCN(CCCNC(=O)C(F)(F)F)Cc1ccc2ccccc2c1)Cc3ccc4ccccc4c3"
685982,"NCCCN(CCCCN(CCCN)Cc1ccc2ccccc2c1)Cc3ccc4ccccc4c3"
685983,"CC(C)(C)OC(=O)N(CCCCN(CCCNC(=O)C(F)(F)F)C(=O)OC(C)(C)C)CCCNC(=O)C(F)(F)F"
685984,"CC(C)(C)OC(=O)N(CCCN)CCCCN(CCCN)C(=O)OC(C)(C)C"
685985,"COC(=O)c1ccc(NCc2c(O)ccc(O)c2Br)cc1Cl"
685986,"CC(=CCC\C(=C\CC\C(=C\CSc1ccccc1C(=O)O)\C)\C)C"
685987,"CC(=CCC\C(=C\CC\C(=C\CSc1ccc(Cl)cc1C(=O)O)\C)\C)C"
685988,"C[C@@H]1CCC2[C@@H](C)[C@H](O[C@H]3O[C@@H]4O[C@@]5(C)CCC6[C@H](C)CCC([C@H]3C)[C@@]46OO5)O[C@@H]7O[C@@]8(C)CCC1[C@@]27OO8"
685989,"C[C@@H]1CCC2[C@@H](C)[C@@H](O[C@H]3O[C@@H]4O[C@@]5(C)CCC6[C@H](C)CCC([C@H]3C)[C@@]46OO5)O[C@@H]7O[C@@]8(C)CCC1[C@@]27OO8"
685990,"CCCCCCCCCCCC(=O)N(CCCCCCCCC)CC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO"
685991,"CCCCCCCCCCCCCC(=O)N(CCCCCCCCC)CC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO"
685992,"CCCCCCCCCCCCN(CC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO)C(=O)CCCCCCCCCCC"
685993,"CCCCCCCCCCCC(=O)N(CCCCCCCCCCC(=O)O)CC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO"
685994,"CCCCCCCCCCCCCCCC(=O)N(CCCCCCCCCCC(=O)O)CC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO"
686027,"CSC1=NC(=C(C#N)C(=O)N1)c2ccccc2"
686028,"CSC1=NC(=C(C#N)C(=O)N1)c2ccc(C)cc2"
686029,"CSC1=NC(=C(C#N)C(=O)N1)c2ccc(Cl)cc2"
686030,"CCOC(=O)CSC1=NC(=C(C#N)C(=O)N1)c2ccccc2"
686031,"CCOC(=O)CSC1=NC(=C(C#N)C(=O)N1)c2ccc(OC)cc2"
686032,"CCOC(=O)CSC1=NC(=C(C#N)C(=O)N1)c2ccc(Cl)cc2"
686033,"CC(=O)OCC1OC(SC2=NC(=C(C#N)C(=O)N2C3OC(COC(=O)C)C(OC(=O)C)C(OC(=O)C)C3OC(=O)C)c4ccccc4)C(OC(=O)C)C(OC(=O)C)C1OC(=O)C"
686034,"COc1ccc(cc1)C2=C(C#N)C(=O)N(C3OC(COC(=O)C)C(OC(=O)C)C(OC(=O)C)C3OC(=O)C)C(=N2)SC4OC(COC(=O)C)C(OC(=O)C)C(OC(=O)C)C4OC(=O)C"
686035,"CC(=O)OCC1OC(SC2=NC(=C(C#N)C(=O)N2C3OC(COC(=O)C)C(OC(=O)C)C(OC(=O)C)C3OC(=O)C)c4ccc(C)cc4)C(OC(=O)C)C(OC(=O)C)C1OC(=O)C"
686036,"CC(=O)OCC1OC(SC2=NC(=C(C#N)C(=O)N2C3OC(COC(=O)C)C(OC(=O)C)C(OC(=O)C)C3OC(=O)C)c4ccc(Cl)cc4)C(OC(=O)C)C(OC(=O)C)C1OC(=O)C"
686037,"COc1ccc(cc1)C2=C(C#N)C(=O)N(C3OC(COC(=O)C)C(OC(=O)C)C(OC(=O)C)C3OC(=O)C)C(=N2)SC4OC(COC(=O)C)C(OC(=O)C)C(OC(=O)C)C4OC(=O)C"
686038,"CC(=O)OCC1OC(SC2=NC(=C(C#N)C(=O)N2C3OC(COC(=O)C)C(OC(=O)C)C(OC(=O)C)C3OC(=O)C)c4ccc(C)cc4)C(OC(=O)C)C(OC(=O)C)C1OC(=O)C"
686039,"CC(=O)OCC1OC(SC2=NC(=C(C#N)C(=O)N2C3OC(COC(=O)C)C(OC(=O)C)C(OC(=O)C)C3OC(=O)C)c4ccc(Cl)cc4)C(OC(=O)C)C(OC(=O)C)C1OC(=O)C"
686040,"OCC1OC(C(O)C(O)C1O)N2C(=O)NC(=C(C#N)C2=O)c3ccccc3"
686041,"COc1ccc(cc1)C2=C(C#N)C(=O)N(C3OC(CO)C(O)C(O)C3O)C(=O)N2"
686042,"Cc1ccc(cc1)C2=C(C#N)C(=O)N(C3OC(CO)C(O)C(O)C3O)C(=O)N2"
686043,"OCC1OC(C(O)C(O)C1O)N2C(=O)NC(=C(C#N)C2=O)c3ccccc3"
686044,"COc1ccc(cc1)C2=C(C#N)C(=O)N(C3OC(CO)C(O)C(O)C3O)C(=O)N2"
686045,"OCC1OC(C(O)C(O)C1O)N2C(=O)NC(=C(C#N)C2=O)c3ccc(Cl)cc3"
686046,"CCOC(=O)c1ccc(Nc2cnc3ccc(cc3n2)C(F)(F)F)cc1"
686047,"OC(=O)c1ccc(Nc2cnc3ccc(cc3n2)C(F)(F)F)cc1"
686048,"CCOC(=O)CCC(NC(=O)c1ccc(Nc2cnc3ccc(cc3n2)C(F)(F)F)cc1)C(=O)OCC"
686049,"OC(=O)CCC(NC(=O)c1ccc(Nc2cnc3ccc(cc3n2)C(F)(F)F)cc1)C(=O)O"
686050,"CCOC(=O)CCC(NC(=O)c1ccc(Nc2nc3cc(ccc3nc2c4ccccc4)C(F)(F)F)cc1)C(=O)OCC"
686051,"CCOC(=O)CCC(NC(=O)c1ccc(Nc2nc3ccccc3nc2c4cccs4)cc1)C(=O)OCC"
686052,"COc1cc(OCc2nc3cc(ccc3nc2c4ccccc4)C(F)(F)F)cc(OC)c1OC"
686053,"CCOC(=O)CCC(NC(=O)c1ccc(OCc2nc3cc(ccc3nc2c4ccccc4)C(F)(F)F)cc1)C(=O)OCC"
686129,"Cc1c2OC(=O)C(=Cc2c3ccccn13)C#N"
686130,"CCN(CC)c1ccc2c(Oc3ccc(cc3C24OC(=O)c5ccccc45)N(C(=O)C)c6ccccc6)c1"
686131,"COc1cc2CC[N+]3(C)C(CC=C3c2cc1OC)c4ccccc4"
686134,"[BH3+3][N+]12CC[C@@H](O)[C@H]1C(=CC2)COC(=O)[C@@](O)(C(C)C)[C@H](C)O"
686135,"CN1CCC(=CC1)OP(=O)(NCc2ccccc2)N(CCCl)CCCl"
686136,"[O-][N+](=O)c1ccc2N\C(=C\C(=O)c3ccc(Cl)cc3)\C(=O)Nc2c1"
686137,"Clc1ccc(cc1)c2oc3nc4ccccc4nc3c2"
686138,"Cc1ccc(cc1)C(=O)\C=C(/O)\C(=O)NN=C(c2ccccc2)c3ccccc3"
686139,"O=C1Nc2ccccc2NC1C3OC(=CC3=O)c4ccccc4"
686140,"CC(C1Nc2ccccc2NC1=O)C(=O)O"
